,0,1,2,3,4
379,False,True,False,True,True
380,False,True,False,True,True
381,False,True,True,True,True
382,False,True,True,True,False
383,False,True,True,True,False
384,False,True,False,True,True
385,False,True,True,True,
386,False,True,True,True,True
387,False,True,True,False,True
388,False,True,True,True,True
389,False,True,True,False,
390,False,True,True,,False
391,False,True,True,True,False
392,False,True,True,True,True
393,False,True,True,True,True
394,False,True,True,,True
395,False,True,True,True,True
396,False,True,True,True,True
397,False,True,True,True,True
398,False,False,True,True,
399,False,False,False,True,True
400,True,False,False,True,
401,,,,True,True
402,False,True,True,True,
403,False,True,True,,False
404,False,True,True,True,False
405,,,,,False
406,True,False,False,True,False
407,False,True,False,,True
408,False,True,True,True,True
409,False,True,True,True,True
410,False,True,True,True,False
411,False,True,True,True,False
412,False,True,True,True,True
413,False,True,True,True,True
414,,,,True,True
415,False,True,True,True,False
416,,,,True,True
417,False,True,True,True,True
418,,,,True,True
419,False,True,False,True,True
420,False,True,False,True,
421,False,True,False,True,
422,False,True,True,True,
423,False,True,True,True,
424,False,True,True,False,
425,False,True,True,,
426,False,False,False,,True
427,False,False,False,,True
428,False,True,False,,True
429,False,True,True,,False
430,False,True,True,,False
431,False,True,True,True,False
432,False,True,True,True,
433,False,True,True,True,
434,False,True,True,True,True
435,False,False,True,True,True
436,False,True,False,False,False
437,,,,,False
438,False,True,True,,False
439,,,,True,False
440,False,True,True,True,False
441,,,,False,False
442,False,True,True,False,False
443,,,,False,False
444,False,True,True,False,False
445,,,,False,False
446,False,True,True,False,False
447,,,,False,False
448,False,True,True,False,False
449,False,True,True,False,True
450,False,True,True,False,False
451,False,True,False,True,True
452,False,True,False,True,True
453,False,False,False,True,True
454,,,,False,True
455,,,,False,True
456,False,True,True,False,True
457,False,True,True,False,True
458,False,False,False,True,True
459,True,False,False,False,True
460,True,False,False,False,True
461,True,False,False,False,True
462,True,False,False,True,False
463,True,False,False,True,False
464,False,False,False,True,False
465,True,False,False,True,False
466,False,False,False,True,True
467,True,False,False,True,False
468,False,False,False,False,False
469,False,False,False,False,False
470,False,False,False,False,False
471,False,False,True,False,False
472,True,False,False,False,False
473,False,False,True,False,False
474,False,False,True,False,False
475,False,True,True,False,False
476,False,False,True,False,False
477,False,False,True,True,False
478,False,False,True,True,False
479,False,True,True,True,False
480,False,True,True,True,False
481,False,True,True,True,False
482,False,True,True,True,False
483,False,True,True,False,False
484,False,True,False,False,False
485,False,False,False,False,True
486,False,False,False,False,False
487,False,False,False,False,False
488,False,False,True,False,False
489,False,False,False,False,False
490,False,False,False,False,False
491,False,False,False,False,False
492,False,False,False,False,False
493,False,False,False,False,False
494,False,True,False,True,False
495,False,True,False,True,False
496,False,True,False,True,False
497,False,True,False,True,
498,False,True,False,True,False
499,False,True,False,True,False
500,False,False,False,False,False
501,True,False,False,False,False
502,True,False,False,,False
503,True,False,False,False,False
504,True,False,False,True,False
505,True,False,False,True,False
506,False,False,False,False,False
507,False,False,True,False,
508,True,False,False,False,False
509,False,False,False,False,False
510,True,False,False,False,
511,True,False,False,False,False
512,True,False,False,True,False
513,True,False,False,,
514,True,False,False,False,False
515,True,False,False,False,
516,True,False,False,True,
517,False,False,False,,False
518,True,False,False,True,False
519,False,True,False,False,False
520,,,,True,False
521,False,False,False,,False
522,False,True,False,False,False
523,False,True,False,False,False
524,False,False,False,,False
525,False,False,False,False,False
526,False,False,False,,False
527,False,False,False,False,False
528,False,False,False,False,False
529,True,False,False,False,False
530,False,True,True,False,False
531,,,,False,False
532,False,False,False,False,False
533,True,False,False,True,True
534,False,True,True,False,False
535,,,,False,
536,False,True,False,False,
537,False,False,False,False,
538,False,True,True,False,
539,,,,False,False
540,True,False,False,False,False
541,False,False,True,False,
542,,,,False,
543,False,False,True,False,True
544,,,,True,False
545,False,False,False,True,False
546,False,False,False,,False
547,False,False,False,True,False
548,False,False,False,,False
549,False,False,False,False,False
550,False,True,False,,False
551,False,True,False,False,True
552,False,False,False,,False
553,False,False,False,False,False
554,False,False,False,False,False
555,False,False,False,False,
556,True,False,False,,
557,True,False,False,False,False
558,True,False,False,,
559,True,False,False,True,False
560,True,False,False,True,
561,False,False,True,True,False
562,False,True,False,True,False
563,False,True,True,False,False
564,,,,True,False
565,False,True,True,False,False
566,,,,True,
567,False,False,True,True,False
568,,,,True,False
569,False,False,True,True,
570,,,,True,False
571,False,False,False,False,False
572,False,False,False,,
573,False,False,True,False,False
574,,,,,
575,False,False,True,False,False
576,,,,False,False
577,False,True,True,,False
578,False,True,False,False,
579,False,True,False,False,False
580,False,True,False,,
581,True,False,False,False,False
582,False,True,False,False,
583,False,False,False,False,
584,False,True,False,False,False
585,False,True,True,False,True
586,False,True,False,False,True
587,False,True,False,,True
588,False,True,False,False,True
589,False,False,True,False,
590,,,,False,False
591,False,False,True,,False
592,,,,True,False
593,False,False,False,False,False
594,False,False,True,True,False
595,,,,,False
596,False,False,False,False,False
597,False,False,True,False,False
598,,,,,False
599,False,False,False,False,False
600,False,False,False,False,False
601,False,False,False,False,False
602,False,False,False,False,False
603,False,False,False,,
604,False,False,True,False,
605,,,,False,
606,False,False,False,,False
607,False,False,False,False,False
608,False,False,True,,False
609,,,,,False
610,False,False,False,False,False
611,False,False,False,False,False
612,False,True,True,False,False
613,,,,False,False
614,False,False,False,False,False
615,False,False,True,True,False
616,,,,,False
617,True,False,False,False,
618,False,False,False,True,
619,True,False,False,False,
620,False,False,True,False,
621,,,,True,
622,True,False,False,True,
623,False,False,True,False,
624,,,,False,
625,False,False,False,False,
626,,,,False,
627,,,,False,
628,False,False,False,False,
629,False,False,True,False,
630,False,False,True,,
631,False,False,True,,
632,True,False,False,,
633,False,False,True,False,
634,,,,False,
635,True,False,False,False,
636,False,False,False,False,
637,True,False,False,False,
638,True,False,False,False,
639,True,False,False,False,
640,False,False,False,False,
641,True,False,False,False,
642,True,False,False,False,
643,False,False,False,False,
644,False,False,False,,
645,False,False,False,,False
646,False,False,False,,False
647,False,False,False,,
648,,,,,
649,,,,,
650,,,,,
651,False,False,False,,True
652,False,False,False,,True
653,True,False,False,,True
654,False,False,False,,
655,False,False,False,,
656,False,False,False,,False
657,False,False,False,,False
658,False,False,False,,False
659,False,False,False,,False
660,False,False,False,,False
661,False,False,False,,False
662,,,,,
663,,,,,False
664,,,,,False
665,,,,,False
666,,,,,False
667,,,,,False
668,,,,,False
669,,,,,False
670,,,,,False
671,,,,,False
672,,,,False,True
673,,,,False,True
674,,,,,True
675,,,,,True
676,,,,,True
677,,,,,True
678,,,,False,True
679,,,,False,True
680,,,,False,True
681,,,,False,True
682,,,,,True
683,,,,False,True
684,,,,,True
685,,,,False,True
686,,,,False,True
687,,,,False,True
688,,,,True,True
689,,,,True,False
690,True,False,False,False,False
691,False,False,False,False,False
692,,,,,False
693,,,,False,False
694,,,,False,True
695,,,,False,False
696,False,False,True,False,
697,False,False,True,False,False
698,False,False,True,False,
699,False,False,True,False,True
700,,,,False,
701,False,False,True,False,
702,,,,False,False
703,False,False,False,False,
704,False,False,False,True,True
705,False,False,False,True,False
706,False,True,False,True,False
707,False,False,False,True,False
708,False,False,False,True,False
709,False,False,True,True,False
710,,,,True,False
711,False,False,False,True,False
712,True,False,False,True,False
713,False,False,False,True,False
714,True,False,False,True,False
715,False,False,False,True,False
716,True,False,False,True,False
717,False,False,False,True,False
718,False,False,False,True,
719,False,False,False,True,False
720,False,False,True,True,False
721,False,False,True,True,False
722,False,True,True,True,False
723,False,True,True,True,
724,False,True,True,False,False
725,False,True,True,False,False
726,False,True,True,False,False
727,False,True,True,,False
728,False,True,True,True,False
729,False,True,True,True,False
730,False,True,True,,False
731,False,True,True,False,False
732,False,True,True,False,False
733,False,True,True,,False
734,False,True,True,False,False
735,False,True,True,,False
736,False,True,True,False,False
737,True,True,False,False,False
738,True,True,False,,
739,True,True,False,True,True
740,True,True,False,False,True
741,True,True,False,True,False
742,False,False,True,True,False
743,True,False,False,True,False
744,False,False,True,True,False
745,,,,True,False
746,False,True,False,True,False
747,False,True,True,True,
748,,,,True,
749,False,False,True,True,False
750,False,False,True,True,False
751,,,,True,False
752,False,False,True,True,False
753,,,,True,False
754,False,False,False,,False
755,False,False,True,True,False
756,,,,True,False
757,False,True,True,True,True
758,False,False,False,True,False
759,False,True,False,True,False
760,False,True,False,,False
761,False,True,False,True,False
762,False,True,False,True,False
763,False,True,False,True,False
764,False,True,False,True,False
765,False,True,False,True,False
766,False,True,False,True,False
767,False,True,False,True,False
768,False,True,False,True,False
769,False,True,False,False,False
770,False,True,False,True,False
771,False,True,True,True,False
772,,,,True,False
773,False,True,False,True,False
774,False,True,False,True,False
775,False,True,False,True,False
776,False,True,False,,False
777,False,True,True,True,False
778,,,,True,False
779,False,True,False,False,False
780,False,True,False,False,False
781,False,True,False,False,False
782,False,True,False,False,False
783,False,False,False,False,False
784,False,False,False,False,False
785,True,False,False,,
786,False,False,False,,False
787,True,False,False,False,
788,False,True,False,False,
789,False,True,False,True,
790,False,True,False,False,
791,False,True,False,False,
792,False,True,False,False,
793,False,True,True,False,
794,,,,False,
795,False,True,True,False,
796,False,True,True,False,False
797,False,False,False,False,False
798,False,False,False,False,
799,False,False,False,False,False
800,False,False,False,False,False
801,False,False,False,False,
802,False,False,False,False,False
803,,,,False,False
804,,,,False,False
805,False,False,False,False,False
806,False,False,False,False,False
807,True,False,False,False,False
808,False,False,False,False,False
809,False,False,False,False,False
810,True,False,False,False,True
811,False,False,False,False,False
812,False,False,False,False,False
813,False,False,True,False,False
814,True,False,False,False,False
815,False,False,False,False,False
816,True,False,False,False,False
817,False,False,False,False,False
818,False,False,False,False,False
819,True,False,False,False,False
820,True,False,False,False,False
821,False,False,False,False,False
822,True,False,False,False,False
823,True,False,False,,False
824,True,False,False,False,False
825,False,False,False,,False
826,False,False,False,,False
827,False,False,False,,False
828,False,False,False,,True
829,False,False,False,,True
830,False,False,False,,True
831,False,False,False,,True
832,False,False,False,,True
833,False,False,False,,True
834,True,False,False,False,False
835,False,False,False,False,False
836,False,False,False,False,False
837,False,False,False,,False
838,False,False,False,False,False
839,False,False,False,False,
840,False,False,False,,
841,,,,False,
842,False,False,False,False,
843,,,,False,False
844,,,,False,False
845,,,,False,False
846,,,,False,False
847,,,,True,False
848,,,,False,True
849,,,,False,False
850,,,,True,True
851,,,,True,
852,False,False,False,True,False
853,False,False,False,True,False
854,False,False,True,False,False
855,,,,False,False
856,False,False,False,False,
857,False,False,False,False,False
858,,,,False,False
859,False,False,False,False,False
860,False,False,False,False,False
861,False,False,False,False,False
862,True,False,False,False,
863,False,False,False,False,False
864,False,False,False,False,False
865,False,False,False,False,False
866,False,False,False,False,False
867,True,False,False,False,False
868,False,False,False,False,False
869,True,False,False,False,False
870,True,False,False,False,False
871,True,False,False,False,False
872,False,False,False,False,
873,False,False,False,False,False
874,False,False,False,False,
875,True,False,False,False,False
876,True,False,False,False,False
877,False,False,False,False,False
878,True,False,False,,False
879,True,False,False,,False
880,False,False,False,,False
881,True,False,False,,False
882,True,False,False,False,False
883,True,False,False,False,False
884,False,False,False,False,False
885,False,False,True,False,False
886,False,False,True,False,False
887,False,False,True,False,False
888,False,False,True,False,
889,False,False,True,False,
890,False,False,True,,False
891,True,False,False,False,
892,True,False,False,False,False
893,False,False,False,False,False
894,True,False,False,False,False
895,True,False,False,,False
896,,,,False,False
897,,,,False,False
898,,,,False,False
899,,,,True,False
900,True,False,False,True,False
901,True,False,False,True,False
902,True,False,False,,False
903,True,False,False,False,False
904,True,False,False,False,False
905,True,False,False,False,False
906,True,False,False,False,False
907,True,False,False,True,True
908,,,,False,False
909,False,False,False,False,False
910,True,False,False,False,False
911,False,False,False,False,False
912,False,False,False,False,False
913,,,,,False
914,True,False,False,False,False
915,False,False,False,False,
916,True,False,False,,False
917,False,True,False,False,
918,False,True,False,False,
919,False,True,True,False,
920,,,,False,
921,True,False,False,True,True
922,True,False,False,False,False
923,False,False,False,True,False
924,True,False,False,True,False
925,False,True,False,False,False
926,True,False,False,False,
927,False,False,False,True,
928,False,False,False,False,
929,False,False,False,False,
930,False,False,True,,False
931,,,,,False
932,False,False,False,False,False
933,False,False,True,,False
934,,,,False,False
935,False,False,False,False,False
936,False,False,False,False,False
937,False,False,False,False,False
938,True,False,False,False,False
939,True,False,False,False,False
940,True,False,False,False,False
941,True,False,False,False,False
942,True,False,False,False,False
943,False,False,False,False,False
944,True,False,False,False,
945,True,False,False,False,False
946,False,False,False,True,False
947,True,False,False,True,False
948,,,,False,False
949,,,,False,False
950,False,False,False,False,False
951,,,,False,False
952,True,False,False,True,False
953,False,False,False,True,False
954,True,False,False,False,False
955,True,False,False,False,False
956,False,False,False,False,False
957,False,False,False,,False
958,False,False,False,False,False
959,True,False,False,,False
960,False,False,False,,False
961,False,False,False,,False
962,False,False,False,,False
963,False,False,False,False,False
964,True,False,False,False,False
965,False,True,False,False,False
966,True,False,False,False,False
967,False,False,True,False,False
968,False,False,False,,False
969,True,False,False,,False
970,False,False,False,,False
971,False,False,False,,False
972,True,False,False,False,False
973,False,False,False,False,False
974,False,False,False,False,True
975,,,,False,False
976,False,False,False,False,False
977,,,,False,False
978,,,,False,False
979,,,,False,False
980,,,,False,False
981,True,False,False,True,True
982,True,False,False,False,True
983,True,False,False,False,False
984,True,False,False,False,False
985,True,False,False,False,False
986,,,,,False
987,,,,False,False
988,,,,False,False
989,,,,False,False
990,True,False,False,False,False
991,True,False,False,False,False
992,True,False,False,False,False
993,True,False,False,False,False
994,True,False,False,False,False
995,False,False,False,False,False
996,True,False,False,False,False
997,True,False,False,False,False
998,False,False,False,False,False
999,False,False,False,False,False
1000,True,False,False,False,False
1001,False,False,False,False,False
1002,False,False,False,False,False
1003,False,False,False,False,
1004,,,,False,False
1005,False,False,False,False,
1006,False,False,False,False,
1007,False,False,False,False,
1008,False,False,False,False,
1009,False,False,False,False,False
1010,False,False,False,False,False
1011,False,False,False,True,False
1012,False,False,False,True,False
1013,False,False,False,True,False
1014,False,False,False,True,False
1015,False,False,False,True,False
1016,False,False,False,False,False
1017,False,False,False,False,False
1018,False,False,False,False,False
1019,False,False,False,False,False
1020,False,False,False,False,False
1021,False,False,False,True,False
1022,False,False,False,True,False
1023,True,False,False,True,False
1024,True,False,False,False,False
1025,False,False,False,False,False
1026,False,False,False,False,False
1027,False,False,False,False,False
1028,False,False,False,False,False
1029,False,True,False,False,False
1030,False,True,False,False,False
1031,False,True,False,False,False
1032,False,True,False,False,False
1033,False,True,False,False,
1034,True,False,False,False,
1035,True,False,False,False,
1036,True,False,False,True,
1037,True,False,False,True,
1038,True,False,False,True,False
1039,False,True,False,True,False
1040,False,True,False,True,False
1041,False,True,False,True,False
1042,False,False,False,True,
1043,False,False,False,True,
1044,False,False,False,True,
1045,False,False,False,,
1046,False,False,False,False,
1047,False,False,False,,False
1048,False,False,False,,True
1049,False,False,False,,False
1050,False,False,False,,False
1051,True,False,False,False,False
1052,False,False,False,False,False
1053,True,False,False,False,False
1054,True,False,False,False,False
1055,True,False,False,True,True
1056,True,False,False,True,True
1057,False,False,False,True,False
1058,False,False,False,True,
1059,True,False,False,True,False
1060,False,False,False,True,True
1061,True,False,False,True,
1062,True,False,False,False,
1063,,,,True,
1064,False,False,False,True,False
1065,,,,True,True
1066,,,,True,False
1067,,,,False,False
1068,,,,True,False
1069,True,False,False,False,False
1070,False,False,False,True,False
1071,True,False,False,True,False
1072,True,False,False,False,False
1073,True,False,False,True,False
1074,True,False,False,False,False
1075,True,False,False,,False
1076,True,False,False,,False
1077,False,True,False,,False
1078,True,False,False,,False
1079,False,False,False,,True
1080,False,False,False,False,False
1081,False,False,False,False,False
1082,False,True,False,False,
1083,False,True,False,False,
1084,True,False,False,,
1085,False,False,False,,
1086,False,True,False,,
1087,True,False,False,,
1088,False,False,False,,
1089,True,False,False,False,
1090,True,False,False,False,
1091,False,False,False,False,
1092,False,False,False,False,
1093,,,,False,
1094,,,,False,
1095,,,,False,
1096,,,,False,
1097,,,,False,
1098,False,False,False,False,False
1099,False,False,False,False,False
1100,False,False,False,,False
1101,False,False,False,False,False
1102,,,,False,False
1103,,,,,False
1104,,,,,
1105,,,,,False
1106,,,,False,
1107,False,False,False,False,
1108,True,False,False,True,
1109,False,False,False,True,
1110,False,False,False,True,
1111,False,False,False,False,
1112,False,False,False,False,False
1113,True,False,False,True,False
1114,True,False,False,True,False
1115,False,False,False,True,False
1116,True,False,False,False,False
1117,True,False,False,False,False
1118,,,,False,False
1119,True,False,False,True,False
1120,True,False,False,True,False
1121,,,,True,False
1122,,,,False,False
1123,,,,False,False
1124,False,False,False,,False
1125,True,False,False,,
1126,True,False,False,,
1127,True,False,False,,
1128,True,False,False,,False
1129,True,False,False,,
1130,True,False,False,,True
1131,True,False,False,,False
1132,True,False,False,,False
1133,True,False,False,,False
1134,False,False,False,,False
1135,False,False,False,,False
1136,False,False,False,,False
1137,True,False,False,,False
1138,False,True,False,,False
1139,False,True,True,,False
1140,True,False,False,False,False
1141,True,False,False,False,True
1142,,,,False,False
1143,,,,False,False
1144,,,,False,False
1145,,,,False,False
1146,,,,,False
1147,,,,False,False
1148,,,,,False
1149,,,,,False
1150,,,,,False
1151,,,,,False
1152,,,,,False
1153,,,,,False
1154,,,,False,False
1155,,,,False,False
1156,,,,False,False
1157,,,,False,False
1158,False,False,False,False,False
1159,False,False,False,False,False
1160,False,False,False,False,False
1161,False,False,False,False,False
1162,False,False,False,False,False
1163,False,False,False,False,False
1164,,,,True,False
1165,False,False,False,True,False
1166,,,,False,False
1167,,,,False,
1168,,,,,
1169,,,,False,False
1170,,,,,False
1171,,,,False,False
1172,False,False,False,,False
1173,False,False,False,False,False
1174,False,False,False,,False
1175,False,False,False,False,False
1176,False,False,False,False,False
1177,False,False,False,False,False
1178,True,False,False,False,False
1179,False,False,False,True,False
1180,False,False,False,True,False
1181,False,False,False,False,False
1182,False,True,False,False,False
1183,True,False,False,False,False
1184,False,False,False,False,False
1185,False,False,True,False,False
1186,,,,True,False
1187,False,False,True,True,False
1188,,,,True,False
1189,False,False,True,True,False
1190,,,,True,False
1191,False,False,False,True,False
1192,,,,True,False
1193,True,False,False,True,False
1194,False,False,False,True,False
1195,False,False,False,True,False
1196,False,False,False,True,False
1197,False,True,False,True,False
1198,False,True,False,True,False
1199,False,False,False,False,False
1200,False,False,False,False,False
1201,False,False,False,True,False
1202,False,False,False,True,False
1203,False,False,False,False,False
1204,False,True,True,True,False
1205,False,True,False,False,False
1206,False,True,False,True,False
1207,False,False,False,True,False
1208,True,False,False,False,False
1209,True,False,False,True,False
1210,True,False,False,False,False
1211,True,False,False,True,False
1212,True,False,False,,False
1213,True,False,False,,False
1214,True,False,False,False,False
1215,False,False,False,True,False
1216,True,False,False,True,False
1217,True,False,False,False,False
1218,True,False,False,False,False
1219,True,False,False,False,True
1220,True,False,False,True,False
1221,True,False,False,False,False
1222,True,False,False,True,False
1223,True,False,False,False,False
1224,True,False,False,True,False
1225,True,False,False,False,True
1226,True,False,False,False,False
1227,True,False,False,False,False
1228,True,False,False,False,False
1229,False,False,False,False,True
