IDN,NEFNNR,NEFNR,NEFPR,NEFPPR,NEFNENR,NEFNCR,NEFPCR,NEFER,NEFECR,NITDR,NITFR,NITAR,NITMR,NITCDFR,NITCFAR,NITER,NITAIR,NITCFAIR,NITEIR,NPDRR,NPDDR,NAMBR,NAFR,NIPPR,NIPDR,NIDGR,NIDPR,NIDDR,NTRANS,NINTER
05_17_01_AA202_MAC.xlsx,0.0,0.1,0.0,0.0,0.9,0.1,0.0,-0.1,-0.1,0.1,0.5,0.1,0.3,0.6,0.6,0.0,0.4,0.9,0.3,0.2,0.5,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
05_17_02_AA203_JIN.xlsx,0.0,0.0,0.4,0.1,0.5,0.0,0.5,0.6,0.5,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.1,0.6,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0
05_17_03_AA204_MAC.xlsx,0.0,0.1,0.3,0.0,0.6,0.1,0.3,0.2,0.2,0.0,0.0,0.4,0.6,0.0,0.4,1.0,1.0,1.0,1.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,5.0
05_17_04_AA204_MAC.xlsx,0.0,0.1,0.2,0.0,0.7,0.1,0.2,0.1,0.1,0.1,0.4,0.2,0.3,0.5,0.6,0.14285714285714285,0.5,0.9,0.4,0.2,0.3,0.3,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0
05_19_01_BA101_JIN.xlsx,0.1,0.3,0.0,0.0,0.6,0.4,0.0,-0.5,-0.4,0.7,0.3,0.1,0.1,1.0,0.4,-0.6666666666666666,0.1,0.4,-0.5,0.0,0.8,0.2,0.4,0.3,0.0,0.0,0.0,0.3,0.0,1.0
05_19_01_BA101_ZVT.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.7,0.0,0.1,0.2,0.7,0.1,-0.75,0.3,0.3,-0.4,0.6,0.8,0.1,0.2,0.1,0.3,0.1,0.0,0.1,0.0,0.0
05_19_02_BA104_JIN.xlsx,0.1,0.6,0.0,0.0,0.3,0.7,0.0,-0.8,-0.7,0.4,0.4,0.1,0.1,0.8,0.5,-0.3333333333333333,0.2,0.6,-0.2,0.1,0.6,0.1,0.5,0.2,0.0,0.0,0.3,0.4,0.0,0.0
05_19_03_BA103_MD.xlsx,0.0,0.0,0.0,0.4,0.6,0.0,0.4,0.8,0.4,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
05_19_03_BA103_ZVT.xlsx,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
05_19_04_BA102_JIN.xlsx,0.0,0.2,0.0,0.0,0.8,0.2,0.0,-0.2,-0.2,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.2,0.0,0.0,0.5,0.4,0.0,0.2,0.0,0.0,0.0
05_19_04_BA102_MD.xlsx,0.2,0.0,0.0,0.1,0.7,0.2,0.1,-0.2,-0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0
05_22_01_BB02_ADN.xlsx,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.9,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0
05_22_01_BB02_JIN.xlsx,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.0,0.0,1.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0
05_22_02_BB04_MD.xlsx,0.0,0.1,0.2,0.0,0.7,0.1,0.2,0.1,0.1,0.1,0.6,0.3,0.0,0.7,0.9,0.2,0.3,0.9,0.2,0.0,0.4,0.1,0.0,0.5,0.2,0.0,0.3,0.6,0.0,0.0
05_22_02_BB04_ZVT.xlsx,0.0,0.1,0.1,0.2,0.6,0.1,0.3,0.4,0.2,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.0,0.3,0.2,0.1,0.3,0.3,0.1,0.2,0.0,0.0,0.0
05_22_03_BB01_ADN.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.4,0.9,0.5555555555555556,0.6,1.0,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
05_22_03_BB01_JIN.xlsx,0.0,0.1,0.0,0.0,0.9,0.1,0.0,-0.1,-0.1,0.0,0.7,0.3,0.0,0.7,1.0,0.3,0.3,1.0,0.3,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0
05_22_04_BB03_MD.xlsx,0.0,0.2,0.1,0.0,0.7,0.2,0.1,-0.1,-0.1,0.0,0.7,0.1,0.2,0.7,0.8,0.125,0.3,1.0,0.3,0.2,0.3,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0
05_22_04_BB03_ZVT.xlsx,0.0,0.1,0.2,0.0,0.7,0.1,0.2,0.1,0.1,0.2,0.6,0.2,0.0,0.8,0.8,0.0,0.2,0.8,0.0,0.7,0.4,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0
05_22_05_BB05_ADN.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.1,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.0
05_22_05_BB05_JIN.xlsx,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.1,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0
05_22_06_BB06_MAC.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0
05_22_06_BB06_ZVT.xlsx,0.0,0.0,0.0,0.1,0.9,0.0,0.1,0.2,0.1,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.2,0.2,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
05_23_01_AB105_GP.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1,0.4,0.0,0.6,0.5,-0.1,0.4,0.5,-0.1,0.0,0.0,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0
05_23_02_AB101_JIN.xlsx,0.0,0.0,0.2,0.1,0.7,0.0,0.3,0.4,0.3,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.2,0.5,0.6,0.2,0.0,0.0,0.0,0.0,0.0
05_23_03_AB102_GP.xlsx,0.0,0.0,0.2,0.4,0.4,0.0,0.6,1.0,0.6,0.1,0.1,0.8,0.0,0.2,0.9,0.7,0.8,0.9,0.7,0.0,0.2,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
05_23_04_AB103_JIN.xlsx,0.0,0.0,0.4,0.3,0.3,0.0,0.7,1.0,0.7,0.5,0.2,0.3,0.0,0.7,0.5,-0.2,0.3,0.5,-0.2,0.3,0.2,0.0,0.2,0.9,0.0,0.1,0.1,0.0,1.0,0.0
05_23_05_AB108_GP.xlsx,0.0,0.4,0.0,0.0,0.6,0.4,0.0,-0.4,-0.4,0.1,0.0,0.2,0.7,0.1,0.2,0.3333333333333333,0.9,0.9,0.8,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.0
05_23_06_AB108_GP.xlsx,0.0,0.2,0.0,0.1,0.7,0.2,0.1,0.0,-0.1,0.5,0.1,0.1,0.3,0.6,0.2,-0.5714285714285714,0.4,0.5,-0.1,0.1,0.0,0.8,0.1,0.0,0.3,0.0,0.0,0.0,0.0,1.0
05_24_01_AA101_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.8,0.9,0.1111111111111111,0.2,1.0,0.2,0.0,0.1,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,1.0
05_24_01_AA101_MAC.xlsx,0.0,0.0,0.3,0.1,0.6,0.0,0.4,0.5,0.4,0.0,0.1,0.8,0.1,0.1,0.9,0.8888888888888888,0.9,1.0,0.9,0.1,0.9,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0
05_24_02_AA104_JIN.xlsx,0.0,0.2,0.1,0.7,0.0,0.2,0.8,1.3,0.6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9,0.0,0.0,0.2,0.6,0.0,0.1,0.0,0.0,0.0
05_24_03_AA105_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.8,0.1,-0.875,0.2,0.3,-0.5,0.0,0.0,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0
05_24_03_AA105_MAC.xlsx,0.0,0.2,0.2,0.1,0.6,0.2,0.3,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.9,0.8,0.9,0.9,0.8,0.4,0.1,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
05_24_04_AA108_JIN.xlsx,0.0,0.0,0.1,0.1,0.8,0.0,0.2,0.3,0.2,0.1,0.0,0.5,0.4,0.1,0.5,0.6666666666666666,0.9,0.9,0.8,0.0,0.2,0.0,0.1,0.5,0.1,0.0,0.1,0.1,0.0,5.0
05_24_05_AA204_JDA.xlsx,0.0,0.0,0.7,0.1,0.2,0.0,0.8,0.9,0.8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0
05_24_05_AA204_MAC.xlsx,0.0,0.0,0.8,0.1,0.1,0.0,0.9,1.0,0.9,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
05_24_06_AA203_JIN.xlsx,0.1,0.1,0.3,0.0,0.6,0.2,0.3,-0.1,0.0,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.0,0.7,0.3,0.4,0.5,0.1,0.0,0.4,0.0,0.0,0.0
05_24_07_AA108_JIN.xlsx,0.2,0.2,0.3,0.4,0.1,0.4,0.7,0.3,0.1,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.3,0.2,0.0,0.3,0.7,0.2,0.5,0.2,0.0,0.0,0.0
05_24_08_AA104_JDA.xlsx,0.0,0.1,0.0,0.0,0.9,0.1,0.0,-0.1,-0.1,0.0,0.1,0.8,0.1,0.1,0.9,0.8888888888888888,0.9,1.0,0.9,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0
05_24_08_AA104_MAC.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.4,0.5,0.1,0.4,0.9,0.5555555555555556,0.6,1.0,0.6,0.0,0.1,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0
05_24_09_AA105_JIN.xlsx,0.0,0.0,0.2,0.3,0.6,0.0,0.4,0.7,0.4,0.0,0.1,0.7,0.2,0.1,0.8,0.875,0.9,1.0,0.9,0.1,0.0,0.0,0.3,0.7,0.0,0.6,0.4,0.0,0.0,0.0
05_24_10_AA108_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.2,0.4,0.3333333333333333,0.8,0.8,0.6,0.0,0.1,0.0,0.0,0.2,0.4,0.1,0.0,0.0,0.0,0.0
05_24_10_AA108_MAC.xlsx,0.0,0.1,0.1,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.1,0.9,0.0,0.0,0.4,0.5,0.0,0.1,0.0,0.0,0.0
05_24_11_AA101_JIN.xlsx,0.0,0.1,0.6,0.0,0.4,0.1,0.6,0.4,0.4,0.3,0.4,0.3,0.2,0.6,0.7,0.125,0.5,0.8,0.3,0.5,0.0,0.2,0.7,0.3,0.5,0.0,0.1,0.2,0.0,0.0
05_29_01_BB09_ADN.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.5,0.5,0.2,-0.6,0.5,0.7,0.2,0.0,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,6.0
05_29_01_BB10_MD.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0,0.9,0.6,-0.3,0.1,0.6,-0.3,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0
05_29_02_BB09_ADN.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.2,0.0,0.3,0.5,0.2,0.3,0.2,0.8,0.8,0.6,0.0,0.0,0.3,0.3,0.4,0.6,0.0,0.0,0.1,1.0,0.0
05_29_03_BB11_MD.xlsx,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.1,0.4,0.5,0.0,0.5,0.9,0.4,0.5,0.9,0.4,0.0,0.2,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0
05_29_03_BB12_ADN.xlsx,0.0,0.0,0.1,0.1,0.9,0.0,0.1,0.2,0.1,0.5,0.5,0.0,0.0,1.0,0.5,-0.5,0.0,0.5,-0.5,0.0,0.2,0.5,0.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0
05_29_04_BB14_JIN.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
05_29_04_BB14_MD.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,1.0,0.9,-0.1,0.0,0.9,-0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
05_30_01_AB206_JIN.xlsx,0.0,0.0,0.6,0.2,0.2,0.0,0.8,1.0,0.8,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.0,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0
05_30_02_AB201_GP.xlsx,0.0,0.1,0.4,0.0,0.5,0.1,0.4,0.3,0.3,0.1,0.4,0.5,0.0,0.5,0.9,0.4,0.5,0.9,0.4,0.0,0.3,0.5,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0
05_30_03_AB202_JIN.xlsx,0.2,0.4,0.2,0.1,0.3,0.5,0.3,-0.4,-0.3,0.5,0.1,0.2,0.2,0.6,0.3,-0.375,0.4,0.5,-0.1,0.1,0.3,0.0,0.4,0.0,0.7,0.0,0.3,0.3,1.0,2.0
05_30_04_AB203_GP.xlsx,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.1,0.4,0.5,0.0,0.5,0.9,0.4,0.5,0.9,0.4,0.0,0.0,0.5,0.7,0.5,0.3,0.0,0.0,0.0,0.0,0.0
05_30_05_AB205_JIN.xlsx,0.0,0.0,0.4,0.2,0.4,0.0,0.6,0.8,0.6,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.1,0.0,0.4,0.5,0.3,0.1,0.0,0.1,0.0,0.0
06_01_01_AA103_JDA.xlsx,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.8,0.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4,0.8,0.2,0.0,0.0,0.0,1.0,0.0
06_01_01_AA103_JIN.xlsx,0.0,0.0,0.4,0.3,0.3,0.0,0.7,1.0,0.7,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.2,0.0,0.5,0.8,0.2,0.0,0.0,0.0,1.0,0.0
06_01_02_AA107_GP.xlsx,0.0,0.0,0.2,0.4,0.4,0.0,0.6,1.0,0.6,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.0,0.0,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.0
06_01_03_AA102_JDA.xlsx,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.0,0.1,0.9,0.0,0.1,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.1,0.5,0.2,0.0,0.1,0.0,0.0,1.0
06_01_04_AA102_JDA.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0
06_01_04_AA106_GP.xlsx,0.0,0.1,0.2,0.0,0.7,0.1,0.2,0.1,0.1,0.2,0.4,0.4,0.0,0.6,0.8,0.2,0.4,0.8,0.2,0.1,0.5,0.0,0.4,0.7,0.2,0.0,0.1,0.0,0.0,1.0
06_01_05_AA102_JIN.xlsx,0.0,0.1,0.4,0.4,0.1,0.1,0.8,1.1,0.7,0.0,0.4,0.5,0.1,0.4,0.9,0.5555555555555556,0.6,1.0,0.6,0.1,0.2,0.2,0.6,0.5,0.1,0.2,0.3,0.0,0.0,1.0
06_01_06_AA103_GP.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.1,0.0,0.0,0.0
06_01_06_AA103_JDA.xlsx,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.3,0.6,0.1,0.3,0.9,0.6666666666666666,0.7,1.0,0.7,0.0,0.0,0.1,0.1,0.7,0.0,0.0,0.1,0.0,0.0,0.0
06_01_07_AA106_JIN.xlsx,0.0,0.1,0.1,0.8,0.1,0.1,0.9,1.4,0.7,0.0,0.7,0.3,0.0,0.7,1.0,0.3,0.3,1.0,0.3,0.0,0.3,0.0,0.3,0.9,0.2,0.1,0.1,0.1,1.0,0.0
06_01_07_AA107_JDA.xlsx,0.0,0.1,0.4,0.3,0.2,0.1,0.7,0.9,0.6,0.0,0.0,0.3,0.7,0.0,0.3,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.1,0.6,0.3,0.0,0.0,0.0,0.0,0.0
06_02_01_BA201_ZVT.xlsx,0.0,0.1,0.2,0.4,0.4,0.1,0.5,0.8,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.9,0.6,0.5,0.0,0.0,0.0,0.0,0.0
06_02_01_BA204_MD.xlsx,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.1,0.0,0.0
06_02_02_BA203_JIN.xlsx,0.0,0.0,0.4,0.6,0.0,0.0,1.0,1.6,1.0,0.6,0.3,0.1,0.0,0.9,0.4,-0.5,0.1,0.4,-0.5,0.4,0.4,0.3,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.0
06_02_03_BA205_MD.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.6,0.1,0.0,0.9,0.7,-0.2,0.1,0.7,-0.2,0.2,0.0,0.6,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0
06_02_04_BA103_JIN.xlsx,0.0,0.0,0.3,0.1,0.6,0.0,0.4,0.5,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
06_02_04_BA105_ZVT.xlsx,0.0,0.0,0.1,0.1,0.8,0.0,0.2,0.3,0.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.3,0.1,0.5,0.0,0.0,0.0,0.0,0.0
06_02_05_BA101_JIN.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.4,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
06_02_05_BA104_MD.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.3,-0.7,0.0,0.3,-0.7,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06_02_06_BA102_ZVT.xlsx,0.0,0.0,0.5,0.5,0.1,0.0,0.9,1.4,0.9,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.2,0.6,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0
06_05_01_BB15_ADN.xlsx,0.0,0.1,0.3,0.0,0.7,0.1,0.3,0.1,0.1,0.4,0.2,0.4,0.0,0.6,0.6,0.0,0.4,0.6,0.0,0.1,0.3,0.1,0.7,0.2,0.4,0.0,0.1,0.0,0.0,0.0
06_05_01_BB15_JIN.xlsx,0.0,0.2,0.2,0.3,0.3,0.2,0.5,0.6,0.3,0.2,0.5,0.3,0.0,0.7,0.8,0.1,0.3,0.8,0.1,0.1,0.5,0.1,1.0,0.4,0.4,0.0,0.3,0.3,0.0,0.0
06_05_02_BB08_JIN.xlsx,0.1,0.0,0.3,0.1,0.6,0.1,0.3,0.2,0.2,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.1,0.1,0.0,0.3,0.7,0.4,0.0,0.0,0.0,0.0,0.0
06_05_02_BB08_MD.xlsx,0.1,0.0,0.1,0.0,0.8,0.1,0.1,-0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.0,0.0,0.8,0.4,0.0,0.2,0.0,0.0,0.0
06_05_03_BB16_ADN.xlsx,0.0,0.0,0.4,0.3,0.3,0.0,0.7,1.0,0.7,0.0,0.4,0.2,0.4,0.4,0.6,0.3333333333333333,0.6,1.0,0.6,0.0,0.2,0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0
06_05_03_BB16_JIN.xlsx,0.0,0.0,0.4,0.4,0.2,0.0,0.8,1.2,0.8,0.3,0.4,0.3,0.0,0.7,0.7,0.0,0.3,0.7,0.0,0.0,0.3,0.1,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0
06_05_04_BB03_MD.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.8,0.1,-0.875,0.2,0.3,-0.5,0.0,0.8,0.0,0.1,0.3,0.0,0.0,0.1,0.1,0.0,0.0
06_05_04_BB13_ADN.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.6,0.3,0.3,0.0,0.7,0.9,0.6,0.0,0.2,0.1,0.2,0.9,0.1,0.0,0.1,0.0,0.0,0.0
06_06_01_AB110_JIN.xlsx,0.0,0.0,0.3,0.2,0.6,0.0,0.4,0.6,0.4,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.1,0.2,0.5,0.0,0.7,0.0,0.0,0.0,1.0,1.0
06_06_02_AB107_GP.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.2,0.9,0.7,0.8,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
