,0,1,2,3,4
405,False,False,False,False,False
406,False,False,False,False,False
407,False,False,False,False,False
408,False,False,False,False,False
409,False,False,False,False,False
410,False,False,False,True,False
411,False,True,False,False,False
412,False,False,False,False,False
413,False,False,False,False,False
414,False,False,False,False,False
415,True,False,False,False,False
416,False,False,False,False,False
417,False,False,False,False,False
418,False,False,False,False,False
419,False,False,False,False,False
420,False,False,False,False,False
421,False,False,False,False,False
422,False,False,False,False,False
423,False,False,False,False,False
424,False,False,False,False,False
425,False,False,False,False,False
426,False,False,False,True,False
427,False,False,False,False,False
428,False,False,False,False,False
429,False,False,False,False,False
430,False,False,False,False,False
431,False,False,False,False,False
432,False,False,False,False,False
433,False,False,False,False,False
434,False,False,False,False,False
435,False,False,False,True,False
436,True,False,False,False,False
437,False,False,False,False,False
438,False,False,False,False,False
439,False,False,False,False,False
440,False,False,False,False,False
441,False,False,False,False,False
442,False,False,False,False,False
443,False,False,False,False,False
444,False,False,False,False,False
445,False,False,False,False,False
446,False,False,False,False,False
447,False,False,False,False,False
448,False,False,False,False,False
449,False,False,False,False,False
450,False,False,False,False,False
451,False,False,False,False,False
452,False,False,False,False,False
453,False,False,False,False,False
454,False,False,False,False,False
455,False,False,False,False,False
456,False,False,False,False,
457,False,False,False,False,
458,False,False,False,False,False
459,False,False,False,False,False
460,False,False,False,False,False
461,False,False,False,False,False
462,True,False,False,,False
463,,,,,False
464,,,,False,False
465,True,False,False,False,False
466,True,False,False,False,False
467,False,False,False,True,False
468,False,False,False,False,False
469,False,False,False,True,
470,True,False,False,False,False
471,True,False,False,True,
472,True,False,False,True,
473,True,False,False,True,False
474,True,False,False,True,False
475,True,False,False,,False
476,,,,False,False
477,True,False,False,,False
478,,,,,False
479,,,,True,False
480,True,False,False,True,False
481,True,False,False,True,False
482,False,False,False,True,False
483,True,False,False,True,
484,False,False,False,True,False
485,True,False,False,False,False
486,False,False,False,False,False
487,False,False,False,True,False
488,True,False,False,True,False
489,True,False,False,,False
490,,,,True,False
491,False,False,False,False,False
492,True,False,False,True,False
493,True,False,False,True,False
494,True,False,False,False,False
495,False,False,False,False,False
496,False,False,False,False,False
497,True,False,False,True,False
498,False,False,False,False,False
499,True,False,False,False,False
500,False,False,False,False,False
501,True,False,False,True,False
502,True,False,False,True,False
503,True,False,False,True,False
504,True,False,False,True,False
505,True,False,False,True,False
506,False,False,False,True,False
507,False,False,False,False,False
508,True,False,False,False,False
509,False,False,False,True,False
510,False,False,False,False,
511,False,False,False,True,
512,False,False,False,True,False
513,True,False,False,False,
514,True,False,False,True,False
515,True,False,False,True,False
516,False,False,False,,False
517,,,,,False
518,,,,True,False
519,True,False,False,,False
520,False,True,False,True,False
521,,,,False,False
522,False,False,False,False,False
523,True,False,False,True,False
524,True,False,False,True,False
525,True,False,False,False,False
526,True,False,True,False,False
527,True,False,False,True,False
528,False,False,False,True,False
529,True,False,False,True,False
530,True,False,False,False,False
531,True,False,False,False,False
532,True,False,False,False,False
533,True,False,False,False,False
534,True,False,False,False,False
535,True,False,False,True,False
536,True,False,False,False,False
537,True,False,False,False,False
538,False,False,False,False,
539,True,False,False,True,False
540,False,False,False,True,
541,False,True,False,True,
542,False,True,False,True,False
543,False,True,False,True,False
544,False,True,False,,False
545,False,True,False,True,False
546,,,,,False
547,False,True,False,,False
548,,,,True,False
549,,,,True,False
550,False,True,False,True,True
551,True,False,False,True,
552,True,False,False,False,
553,True,False,False,False,
554,True,False,False,False,
555,True,False,False,False,False
556,False,False,False,True,False
557,False,True,False,,False
558,False,True,True,,False
559,,,,,True
560,,,,,
561,,,,True,
562,,,,True,
563,False,True,False,True,
564,False,True,False,True,
565,False,True,False,True,
566,False,True,False,,
567,False,True,True,,
568,,,,,
569,,,,,
570,,,,,
571,,,,,
572,,,,,
573,,,,,
574,,,,,
575,,,,,
576,,,,,True
577,,,,,
578,,,,,False
579,,,,,
580,,,,,
581,,,,,
582,,,,True,False
583,,,,,False
584,False,True,True,True,False
585,,,,,False
586,False,True,False,,False
587,,,,,False
588,,,,True,False
589,,,,True,False
590,False,True,False,True,False
591,False,True,False,True,False
592,False,True,False,True,False
593,False,True,False,True,False
594,False,True,False,True,False
595,False,True,False,False,False
596,False,True,False,False,False
597,False,False,False,False,False
598,False,False,False,True,False
599,True,False,False,True,False
600,False,False,False,True,False
601,False,False,False,True,False
602,False,False,False,True,False
603,True,False,False,True,False
604,True,False,False,False,False
605,True,False,False,False,False
606,False,False,False,False,False
607,False,False,False,False,False
608,False,False,False,False,False
609,False,False,False,False,False
610,False,False,False,False,False
611,False,False,False,False,False
612,False,False,False,False,False
613,False,False,False,False,False
614,False,False,False,False,False
615,False,False,False,False,False
616,False,False,False,False,False
617,False,False,False,False,False
618,False,False,False,False,False
619,False,False,False,False,False
620,False,False,False,False,False
621,False,False,False,False,False
622,False,False,False,False,False
623,False,False,False,False,False
624,False,False,False,False,False
625,False,False,False,False,False
626,False,False,False,False,False
627,True,False,False,False,False
628,True,False,False,False,False
629,False,False,False,False,False
630,False,False,False,False,False
631,False,False,False,False,False
632,False,False,False,False,False
633,False,False,False,False,False
634,False,False,False,False,False
635,False,False,False,False,False
636,False,False,False,False,False
637,False,False,False,False,False
638,False,False,False,False,False
639,False,False,False,False,False
640,False,False,False,False,False
641,False,False,False,False,False
642,False,False,False,False,False
643,False,False,False,False,False
644,False,False,False,False,False
645,False,False,False,False,False
646,False,False,False,False,False
647,False,False,False,False,False
648,False,False,False,False,
649,False,False,False,False,
650,False,False,False,False,
651,False,False,False,False,
652,False,False,False,False,
653,False,False,False,True,
654,False,False,False,,
655,False,True,False,,
656,,,,,False
657,,,,,False
658,,,,,False
659,,,,,False
660,,,,,False
661,,,,,False
662,,,,True,False
663,,,,False,False
664,False,True,False,True,False
665,False,False,False,True,False
666,False,False,False,True,False
667,False,False,False,False,False
668,True,False,False,False,False
669,False,False,False,False,False
670,False,False,False,False,False
671,False,False,False,False,False
672,False,False,False,False,False
673,False,False,False,False,False
674,False,False,False,False,False
675,False,False,False,False,False
676,False,False,False,False,False
677,False,False,False,False,False
678,False,False,False,False,False
679,False,False,False,False,False
680,False,False,False,False,
681,False,False,False,False,
682,False,False,False,False,
683,False,False,False,False,
684,False,False,False,False,
685,False,False,False,False,
686,False,False,False,,
687,False,False,False,,
688,,,,,
689,,,,,False
690,,,,,False
691,,,,,False
692,,,,,False
693,,,,,False
694,,,,,False
695,,,,False,False
696,,,,True,False
697,True,False,False,True,False
698,True,False,True,False,False
699,True,False,False,True,False
700,True,False,False,True,False
701,False,True,False,False,False
702,False,False,False,True,False
703,True,False,False,False,False
704,True,False,False,False,False
705,False,False,False,True,False
706,False,False,False,False,False
707,False,False,False,False,False
708,False,False,False,True,True
709,False,False,False,True,False
710,True,False,False,False,
711,True,False,False,False,False
712,True,False,False,False,False
713,False,False,False,False,False
714,True,False,False,False,False
715,True,False,True,False,False
716,True,False,True,,False
717,True,False,False,False,
718,,,,True,False
719,True,False,False,False,False
720,False,False,False,False,False
721,False,False,False,False,False
722,False,False,False,False,False
723,False,False,False,,False
724,False,False,False,False,False
725,,,,False,True
726,False,False,False,False,False
727,False,False,False,False,False
728,False,False,False,True,False
729,False,False,False,False,False
730,False,True,False,True,
731,False,True,False,True,
732,False,True,False,True,
733,False,True,True,True,True
734,False,True,False,True,
735,False,True,False,True,False
736,False,True,True,True,
737,False,True,False,,
738,False,True,True,True,False
739,,,,,False
740,False,True,True,False,False
741,,,,,False
742,False,False,True,True,
743,,,,,
744,False,True,True,False,
745,,,,False,False
746,False,False,False,,
747,False,False,True,,
748,,,,False,
749,,,,False,
750,False,False,False,False,
751,False,False,False,False,
752,False,False,False,,
753,False,False,False,,
754,,,,,
755,,,,False,
756,,,,False,
757,False,False,False,,True
758,False,False,True,False,False
759,,,,,True
760,False,False,True,,
761,,,,,False
762,,,,,False
763,,,,,False
764,,,,,False
765,,,,,False
766,,,,,False
767,,,,,False
768,,,,,False
769,,,,True,False
770,,,,True,False
771,False,True,True,True,False
772,False,True,False,,
773,False,True,True,True,False
774,,,,True,False
775,False,True,False,False,False
776,False,True,False,False,False
777,False,False,False,False,False
778,False,False,False,False,False
779,True,False,False,False,
780,False,False,False,False,
781,False,False,False,False,
782,False,False,False,False,
783,False,False,False,True,False
784,False,False,False,,False
785,True,False,False,False,False
786,,,,False,False
787,False,False,False,False,False
788,False,False,False,False,False
789,False,False,False,False,False
790,False,False,False,False,False
791,False,False,False,,False
792,False,False,True,,False
793,,,,,False
794,,,,,False
795,,,,False,False
796,,,,False,False
797,True,False,False,True,False
798,False,False,False,True,False
799,False,True,False,False,False
800,False,True,False,False,False
801,False,False,False,False,False
802,False,False,False,False,False
803,False,False,False,False,False
804,False,False,False,False,False
805,False,False,False,False,
806,False,False,False,False,False
807,False,False,False,False,False
808,False,False,False,False,False
809,False,False,False,False,False
810,False,False,False,False,False
811,False,False,False,False,False
812,False,False,False,False,False
813,False,False,False,False,False
814,False,False,False,False,False
815,False,False,False,False,False
816,False,False,False,False,False
817,False,False,False,False,False
818,False,False,False,,False
819,False,False,True,False,False
820,,,,True,False
821,True,False,False,False,False
822,False,True,False,False,False
823,False,False,False,False,False
824,False,False,False,False,False
825,False,False,False,False,False
826,False,False,False,False,False
827,False,False,False,False,False
828,False,False,False,False,False
829,False,False,False,False,False
830,False,False,False,False,False
831,True,False,False,False,False
832,False,False,False,False,False
833,False,False,False,False,False
834,False,False,False,False,False
835,False,False,False,False,False
836,False,False,False,False,False
837,False,False,False,False,False
838,False,False,False,False,False
839,False,False,False,False,False
840,False,False,False,False,False
841,False,False,False,False,False
842,False,False,False,False,False
843,False,False,False,False,False
844,False,False,False,False,False
845,False,False,False,False,False
846,False,False,False,False,False
847,False,False,False,False,False
848,False,False,False,False,False
849,False,False,False,False,False
850,True,False,False,False,False
851,True,False,False,False,False
852,False,False,False,False,False
853,False,False,False,False,False
854,False,False,False,False,False
855,False,False,False,False,False
856,False,False,False,False,False
857,False,False,False,False,False
858,False,False,False,False,False
859,False,False,False,False,False
860,False,False,False,False,False
861,False,False,False,False,False
862,False,False,False,False,False
863,False,False,False,False,False
864,False,False,False,False,False
865,False,False,False,False,False
866,False,False,False,False,False
867,False,False,False,False,False
868,False,False,False,False,False
869,False,False,False,False,False
870,False,False,False,False,False
871,False,False,False,False,False
872,False,False,False,False,False
873,False,False,False,False,False
874,False,False,False,False,False
875,False,False,False,False,False
876,False,False,False,False,False
877,False,False,False,False,False
878,False,False,False,False,False
879,False,False,False,False,False
880,False,False,False,False,False
881,False,False,False,False,False
882,False,False,False,False,False
883,False,False,False,False,False
884,False,False,False,False,False
885,False,False,False,False,False
886,False,False,False,False,False
887,False,False,False,False,False
888,False,False,False,False,False
889,False,False,False,False,False
890,False,False,False,False,False
891,False,False,False,False,False
892,False,False,False,False,False
893,False,False,False,False,False
894,False,False,False,False,False
895,False,False,False,False,
896,False,False,False,False,False
897,False,False,False,False,
898,False,False,False,False,
899,False,False,False,False,
900,False,False,False,False,False
901,False,False,False,False,
902,False,False,False,False,
903,False,False,False,False,
904,False,False,False,False,
905,False,False,False,False,
906,False,False,False,False,
907,False,False,False,False,
908,False,False,False,,
909,False,False,False,False,
910,,,,,
911,False,False,False,,False
912,,,,,False
913,,,,False,False
914,,,,,False
915,False,False,False,,False
916,,,,,False
917,,,,,False
918,,,,,False
919,,,,,False
920,,,,,False
921,,,,,False
922,,,,,False
923,,,,,False
924,,,,False,False
925,,,,False,False
926,False,False,False,False,False
927,False,False,False,False,False
928,True,False,False,False,False
929,False,False,False,False,False
930,False,False,False,False,False
931,False,False,False,False,False
932,False,False,False,False,False
933,False,False,False,False,False
934,False,False,False,False,False
935,False,False,False,False,False
936,False,False,False,False,False
937,False,False,False,False,False
938,False,False,False,False,False
939,False,False,False,False,False
940,False,False,False,False,False
941,False,False,False,False,False
942,False,False,False,False,False
943,False,False,False,False,False
944,False,False,False,False,False
945,False,False,False,False,False
946,False,False,False,False,False
947,False,False,False,False,False
948,False,False,False,False,False
949,False,False,False,False,False
950,False,False,False,False,False
951,False,False,False,False,False
952,False,False,False,False,False
953,False,False,False,False,False
954,False,False,False,False,False
955,False,False,False,False,False
956,False,False,False,False,False
957,False,False,False,False,False
958,False,False,False,False,False
959,False,False,False,False,False
960,False,False,False,False,False
961,False,False,False,True,False
962,False,False,False,True,False
963,True,False,False,True,False
964,False,False,False,True,False
965,True,False,False,True,False
966,True,False,False,True,False
967,False,False,False,False,False
968,True,False,False,False,False
969,False,False,False,False,False
970,True,False,False,False,False
971,False,False,False,False,False
972,False,False,False,True,False
973,False,False,False,False,False
974,False,False,False,False,False
975,False,False,False,False,False
976,False,False,False,False,False
977,False,False,False,False,False
978,False,False,False,False,False
979,False,False,False,True,False
980,False,False,False,False,False
981,False,False,False,False,False
982,False,False,False,False,False
983,False,False,False,False,False
984,False,False,False,False,False
985,False,False,False,False,False
986,False,False,False,False,False
987,False,False,False,False,False
988,False,False,False,True,False
989,False,False,False,False,False
990,False,False,False,False,False
991,False,False,False,False,False
992,False,False,False,False,False
993,False,False,False,False,False
994,False,False,False,False,False
995,False,False,False,False,False
996,False,False,False,False,False
997,False,False,False,False,False
998,False,False,False,False,False
999,False,False,False,False,
1000,False,False,False,False,
1001,False,False,False,True,False
1002,False,False,False,False,False
1003,False,False,False,False,False
1004,False,False,False,False,False
1005,False,False,False,False,False
1006,True,False,False,False,False
1007,False,False,False,False,False
1008,False,False,False,False,False
1009,False,False,False,False,False
1010,False,False,False,True,False
1011,False,False,False,False,False
1012,True,False,False,,False
1013,False,False,False,,False
1014,,,,False,False
1015,,,,False,False
1016,False,False,False,True,False
1017,True,False,False,False,False
1018,False,False,False,True,False
1019,False,False,False,False,False
1020,False,False,False,False,False
1021,False,False,False,True,False
1022,True,False,False,True,False
1023,True,False,False,False,False
1024,True,False,False,False,False
1025,False,False,False,False,False
1026,False,False,False,False,False
1027,False,False,False,False,False
1028,False,False,False,False,False
1029,False,False,False,False,False
1030,False,False,False,False,False
1031,False,False,False,False,False
1032,False,False,False,False,False
1033,False,False,False,False,False
1034,False,False,False,False,False
1035,False,False,False,False,False
1036,False,False,False,False,False
1037,False,False,False,False,False
1038,False,False,False,False,False
1039,False,False,False,False,
1040,False,False,False,False,
1041,False,False,False,False,False
1042,False,False,False,False,False
1043,False,False,False,False,
1044,False,False,False,False,
1045,False,False,False,False,
1046,False,False,False,False,False
1047,False,False,False,False,False
1048,False,False,False,False,False
1049,False,False,False,False,False
1050,False,False,False,False,False
1051,False,False,False,False,False
1052,False,False,False,False,False
1053,False,False,False,,False
1054,False,False,True,False,False
1055,,,,,False
1056,False,False,True,False,False
1057,,,,False,False
1058,False,False,False,,False
1059,False,False,False,,False
1060,,,,,False
1061,,,,False,False
1062,,,,False,False
1063,False,False,False,True,False
1064,False,False,False,True,False
1065,False,False,False,False,False
1066,False,False,False,False,False
1067,False,False,False,False,False
1068,False,False,False,False,False
1069,False,False,False,False,False
1070,False,False,False,False,False
1071,False,False,False,False,False
1072,False,False,False,False,False
1073,False,False,False,False,False
1074,False,False,False,False,False
1075,False,False,False,False,False
1076,False,False,False,False,False
1077,False,False,False,False,False
1078,False,False,False,False,False
1079,False,False,False,False,False
1080,False,False,False,False,False
1081,False,False,False,False,False
1082,False,False,False,False,False
1083,False,False,False,False,False
1084,True,False,False,False,False
1085,False,False,False,False,False
1086,True,False,False,False,
1087,False,False,False,False,
1088,False,False,False,False,False
1089,False,False,False,False,False
1090,False,False,False,False,False
1091,False,False,False,True,False
1092,False,False,False,True,False
1093,False,True,False,True,False
1094,False,True,False,True,False
1095,False,True,False,True,False
1096,False,True,False,True,False
1097,False,True,False,True,False
1098,False,True,False,True,False
1099,False,True,False,True,False
1100,False,False,False,False,False
1101,False,False,False,,False
1102,True,False,False,,False
1103,,,,False,False
1104,,,,False,False
1105,False,False,False,False,False
1106,False,False,False,False,False
1107,False,False,False,False,False
1108,False,False,False,False,False
1109,False,False,False,False,False
1110,False,False,False,False,False
1111,False,False,False,False,False
1112,False,False,False,False,False
1113,False,False,False,False,False
1114,False,False,False,False,False
1115,False,False,False,False,False
1116,False,False,False,True,False
1117,False,False,False,False,False
1118,False,False,False,False,False
1119,False,False,False,False,False
1120,False,False,False,False,
1121,False,False,False,False,False
1122,False,False,False,False,False
1123,False,False,False,False,False
1124,False,False,False,False,False
1125,False,False,False,False,False
1126,False,False,False,False,False
1127,False,False,False,False,False
1128,True,False,False,False,False
1129,True,False,False,False,False
1130,False,False,False,False,False
1131,False,False,False,False,False
1132,False,False,False,False,True
1133,False,False,False,False,False
1134,False,False,False,False,False
1135,False,False,False,,False
1136,False,False,False,False,False
1137,False,True,False,True,False
1138,,,,False,False
1139,False,False,False,False,False
1140,False,True,False,True,False
1141,False,False,False,True,False
1142,False,False,False,True,
1143,False,True,False,True,
1144,False,True,False,True,False
1145,False,True,False,True,False
1146,False,True,False,False,False
1147,False,True,False,False,False
1148,False,False,False,True,False
1149,True,False,False,False,False
1150,True,False,False,False,False
1151,False,False,False,False,False
1152,False,False,False,False,False
1153,False,False,False,True,False
1154,False,False,False,False,False
1155,False,False,False,False,False
1156,False,False,False,False,False
1157,True,False,False,False,False
1158,False,False,False,,False
1159,False,False,False,False,False
1160,False,False,True,,False
1161,,,,True,False
1162,False,False,True,False,False
1163,,,,False,False
1164,True,False,False,False,False
1165,True,False,False,False,False
1166,True,False,False,True,False
1167,False,False,False,True,False
1168,False,False,False,True,False
1169,False,True,False,False,False
1170,False,True,False,False,False
1171,False,True,False,False,False
1172,False,False,False,False,False
1173,False,False,False,False,False
1174,False,False,False,True,False
1175,False,False,False,True,False
1176,False,False,False,True,False
1177,False,True,False,True,False
1178,False,True,False,True,False
1179,False,True,False,True,False
1180,False,True,False,False,False
1181,False,True,False,False,False
1182,True,False,False,False,False
1183,False,False,False,True,False
1184,False,False,False,True,False
1185,False,False,False,False,False
1186,False,False,False,True,False
1187,False,False,False,False,False
1188,False,False,False,False,False
1189,False,False,False,False,False
1190,False,False,False,False,False
1191,False,False,False,False,False
1192,False,False,False,False,False
1193,False,False,False,False,False
1194,False,False,False,False,False
1195,False,False,False,False,False
1196,False,False,False,False,False
1197,False,False,False,False,False
1198,False,False,False,True,False
1199,False,True,False,False,False
1200,True,False,False,False,
1201,True,False,False,False,
1202,True,False,False,False,False
1203,False,False,False,False,
1204,True,False,False,False,
1205,False,False,False,False,False
1206,False,False,False,False,
1207,False,False,False,False,
1208,False,False,False,False,
1209,False,False,False,False,
1210,False,False,False,False,
1211,False,False,False,False,
1212,False,False,False,False,False
1213,False,False,False,False,False
1214,False,False,False,False,False
1215,False,False,False,False,False
1216,False,False,False,False,
1217,False,False,False,,False
1218,False,False,False,,False
1219,False,False,False,False,False
1220,,,,,False
1221,,,,,False
1222,True,False,False,False,True
1223,,,,,False
1224,,,,,False
1225,True,False,False,,False
1226,,,,,False
1227,,,,,False
1228,,,,,True
1229,,,,False,False
1230,,,,False,False
1231,,,,True,False
1232,True,False,False,True,False
1233,True,False,True,,False
1234,True,False,False,True,False
1235,True,False,False,True,False
1236,,,,True,False
1237,True,False,False,False,False
1238,True,False,False,False,False
1239,True,False,False,False,False
1240,False,False,False,True,False
1241,False,False,False,True,False
1242,True,False,False,False,False
1243,True,False,False,False,
1244,True,False,False,False,
1245,False,False,False,False,
1246,True,False,False,False,
1247,True,False,False,False,
1248,True,False,False,False,True
1249,False,False,False,False,False
1250,False,False,False,False,False
1251,False,False,False,False,False
1252,True,False,False,False,False
1253,False,False,False,False,False
1254,False,False,False,False,False
1255,False,False,False,False,False
1256,False,False,False,False,False
1257,False,False,False,False,False
1258,False,False,False,False,False
1259,False,False,False,False,False
1260,False,False,False,,False
1261,False,False,False,,False
1262,False,False,False,,False
1263,,,,,False
1264,,,,,False
1265,,,,False,False
1266,,,,False,False
1267,,,,False,False
1268,True,False,False,False,False
1269,True,False,False,False,False
